Rk,Team,Age,W,L,PW,PL,MOV,SOS,SRS,ORtg,DRtg,NRtg,Pace,FTr,3PAr,TS%,Unnamed: 17,eFG%,TOV%,ORB%,FT/FGA,Unnamed: 22,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Unnamed: 27,Arena,Attend.,Attend./G,Year,G,MP,FG%,Dist.,Unnamed: 6,2P,0-3,3-10,10-16,16-3P,3P,Unnamed: 13,2P.1,0-3.1,3-10.1,10-16.1,16-3P.1,3P.1,Unnamed: 20,2P.2,3P.2,Unnamed: 23,%FGA,Md.,Unnamed: 26,%FGA.1,Md..1,Unnamed: 29,%3PA,3P%,Unnamed: 32,Att.,Md..2,FG,FGA,3PA,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15.0,Miami Heat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19955.0,0.457,13.3,,0.755,0.275,0.119,0.114,0.247,0.245,,0.489,0.619,0.423,0.412,0.411,0.357,,0.485,0.826,,0.062,363.0,,0.199,722.0,,0.288,0.364,,22.0,0.0,,,,,,,,,,,,,,,,,
16.0,Milwaukee Bucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19780.0,0.445,12.4,,0.792,0.305,0.118,0.125,0.243,0.208,,0.467,0.568,0.437,0.384,0.398,0.363,,0.539,0.892,,0.043,257.0,,0.243,861.0,,0.304,0.4,,8.0,1.0,,,,,,,,,,,,,,,,,
17.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.441,11.9,,0.773,0.332,0.137,0.107,0.196,0.227,,0.467,0.571,0.4,0.365,0.395,0.353,,0.491,0.875,,0.031,186.0,,0.28,1017.0,,0.292,0.411,,18.0,0.0,,,,,,,,,,,,,,,,,
18.0,New Jersey Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19830.0,0.448,12.8,,0.735,0.33,0.088,0.102,0.215,0.265,,0.473,0.578,0.416,0.375,0.383,0.376,,0.478,0.842,,0.051,304.0,,0.26,893.0,,0.307,0.451,,9.0,0.0,,,,,,,,,,,,,,,,,
19.0,New Orleans Hornets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19755.0,0.457,12.8,,0.76,0.276,0.134,0.137,0.213,0.24,,0.487,0.613,0.451,0.387,0.41,0.364,,0.471,0.899,,0.056,325.0,,0.202,714.0,,0.33,0.414,,9.0,0.0,,,,,,,,,,,,,,,,,
20.0,New York Knicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.445,12.8,,0.678,0.349,0.091,0.084,0.154,0.322,,0.486,0.576,0.412,0.364,0.391,0.36,,0.447,0.843,,0.037,235.0,,0.299,1150.0,,0.239,0.382,,19.0,0.0,,,,,,,,,,,,,,,,,
21.0,Oklahoma City Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.447,11.0,,0.859,0.338,0.134,0.138,0.248,0.141,,0.463,0.606,0.358,0.388,0.368,0.346,,0.515,0.878,,0.071,429.0,,0.25,885.0,,0.217,0.345,,12.0,0.0,,,,,,,,,,,,,,,,,
22.0,Orlando Magic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19730.0,0.457,13.6,,0.665,0.282,0.127,0.101,0.155,0.335,,0.495,0.623,0.405,0.424,0.381,0.381,,0.417,0.871,,0.054,327.0,,0.215,761.0,,0.303,0.395,,11.0,0.0,,,,,,,,,,,,,,,,,
23.0,Philadelphia 76ers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19755.0,0.459,10.8,,0.836,0.382,0.112,0.138,0.204,0.164,,0.486,0.598,0.385,0.397,0.394,0.318,,0.516,0.809,,0.074,458.0,,0.293,984.0,,0.285,0.348,,15.0,1.0,,,,,,,,,,,,,,,,,
24.0,Phoenix Suns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19755.0,0.504,10.9,,0.784,0.363,0.164,0.1,0.158,0.216,,0.537,0.665,0.442,0.387,0.437,0.383,,0.52,0.796,,0.078,471.0,,0.271,1105.0,,0.297,0.394,,18.0,0.0,,,,,,,,,,,,,,,,,
25.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19830.0,0.465,12.8,,0.761,0.294,0.126,0.109,0.231,0.239,,0.49,0.621,0.419,0.382,0.414,0.383,,0.467,0.901,,0.075,437.0,,0.198,693.0,,0.395,0.402,,29.0,1.0,,,,,,,,,,,,,,,,,
26.0,Sacramento Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19905.0,0.447,12.7,,0.762,0.29,0.141,0.103,0.229,0.238,,0.472,0.596,0.378,0.408,0.402,0.368,,0.481,0.79,,0.044,268.0,,0.227,840.0,,0.269,0.421,,17.0,0.0,,,,,,,,,,,,,,,,,
27.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19905.0,0.466,13.4,,0.752,0.253,0.14,0.109,0.25,0.248,,0.492,0.616,0.456,0.405,0.424,0.386,,0.489,0.885,,0.012,75.0,,0.234,914.0,,0.376,0.394,,9.0,0.0,,,,,,,,,,,,,,,,,
28.0,Toronto Raptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19805.0,0.458,13.1,,0.807,0.264,0.117,0.132,0.294,0.193,,0.478,0.601,0.42,0.375,0.438,0.372,,0.543,0.91,,0.054,318.0,,0.193,692.0,,0.247,0.421,,16.0,0.0,,,,,,,,,,,,,,,,,
29.0,Utah Jazz*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19880.0,0.475,11.2,,0.831,0.379,0.101,0.091,0.259,0.169,,0.5,0.614,0.371,0.422,0.412,0.349,,0.609,0.893,,0.068,412.0,,0.289,1057.0,,0.205,0.4,,9.0,0.0,,,,,,,,,,,,,,,,,
30.0,Washington Wizards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19705.0,0.45,11.9,,0.82,0.317,0.154,0.107,0.242,0.18,,0.476,0.614,0.386,0.383,0.395,0.33,,0.506,0.825,,0.043,276.0,,0.261,969.0,,0.192,0.326,,6.0,0.0,,,,,,,,,,,,,,,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,82.0,19826.0,0.459,12.4,,0.776,0.314,0.124,0.111,0.227,0.224,,0.485,0.602,0.412,0.395,0.407,0.367,,0.501,0.859,,0.051,312.0,,0.247,898.0,,0.274,0.395,,14.8,0.3,,,,,,,,,,,,,,,,,
1.0,Atlanta Hawks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19730.0,0.466,12.7,,0.679,0.291,0.157,0.08,0.151,0.321,,0.506,0.635,0.393,0.386,0.441,0.38,,0.591,0.918,,0.038,225.0,,0.249,1000.0,,0.275,0.421,,3.0,0.0,,,,,,,,,,,,,,,,,
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19880.0,0.443,12.8,,0.72,0.28,0.144,0.103,0.193,0.28,,0.488,0.621,0.384,0.407,0.416,0.327,,0.565,0.877,,0.041,267.0,,0.228,958.0,,0.204,0.374,,16.0,0.0,,,,,,,,,,,,,,,,,
3.0,Brooklyn Nets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19930.0,0.451,11.9,,0.76,0.269,0.213,0.115,0.163,0.24,,0.489,0.615,0.444,0.408,0.397,0.331,,0.488,0.887,,0.04,243.0,,0.218,860.0,,0.285,0.389,,24.0,0.0,,,,,,,,,,,,,,,,,
4.0,Chicago Bulls*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19880.0,0.442,12.2,,0.731,0.312,0.156,0.1,0.163,0.269,,0.474,0.586,0.392,0.372,0.401,0.353,,0.525,0.842,,0.038,237.0,,0.261,950.0,,0.218,0.388,,18.0,2.0,,,,,,,,,,,,,,,,,
5.0,Charlotte Hornets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19905.0,0.42,12.8,,0.774,0.263,0.153,0.124,0.234,0.226,,0.45,0.572,0.382,0.389,0.39,0.318,,0.521,0.791,,0.032,202.0,,0.22,800.0,,0.176,0.389,,16.0,0.0,,,,,,,,,,,,,,,,,
6.0,Cleveland Cavaliers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19780.0,0.458,12.8,,0.666,0.295,0.155,0.092,0.124,0.334,,0.504,0.647,0.36,0.387,0.432,0.367,,0.509,0.803,,0.064,393.0,,0.215,848.0,,0.289,0.365,,4.0,1.0,,,,,,,,,,,,,,,,,
7.0,Dallas Mavericks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19880.0,0.463,12.8,,0.704,0.288,0.14,0.094,0.182,0.296,,0.509,0.659,0.382,0.42,0.417,0.352,,0.482,0.857,,0.057,364.0,,0.22,933.0,,0.229,0.393,,10.0,1.0,,,,,,,,,,,,,,,,,
8.0,Denver Nuggets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19880.0,0.433,12.3,,0.716,0.299,0.176,0.09,0.152,0.284,,0.476,0.622,0.351,0.396,0.379,0.325,,0.506,0.839,,0.057,358.0,,0.224,901.0,,0.236,0.344,,22.0,1.0,,,,,,,,,,,,,,,,,
9.0,Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19830.0,0.432,11.8,,0.71,0.324,0.192,0.065,0.128,0.29,,0.468,0.6,0.329,0.382,0.386,0.344,,0.512,0.815,,0.043,273.0,,0.247,981.0,,0.24,0.396,,20.0,0.0,,,,,,,,,,,,,,,,,
10.0,Golden State Warriors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19730.0,0.478,13.1,,0.689,0.288,0.143,0.104,0.154,0.311,,0.514,0.673,0.372,0.442,0.397,0.398,,0.602,0.821,,0.062,396.0,,0.206,939.0,,0.221,0.459,,24.0,0.0,,,,,,,,,,,,,,,,,
11.0,Houston Rockets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19805.0,0.444,12.7,,0.608,0.31,0.183,0.047,0.068,0.392,,0.506,0.635,0.392,0.351,0.328,0.348,,0.496,0.833,,0.057,361.0,,0.252,976.0,,0.328,0.394,,17.0,0.0,,,,,,,,,,,,,,,,,
12.0,Indiana Pacers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19855.0,0.439,13.0,,0.745,0.245,0.172,0.105,0.222,0.255,,0.469,0.604,0.399,0.378,0.418,0.352,,0.516,0.858,,0.027,155.0,,0.203,797.0,,0.266,0.383,,17.0,0.0,,,,,,,,,,,,,,,,,
13.0,Los Angeles Clippers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19730.0,0.473,14.1,,0.678,0.242,0.119,0.097,0.219,0.322,,0.519,0.68,0.408,0.437,0.437,0.376,,0.563,0.82,,0.063,386.0,,0.166,705.0,,0.265,0.396,,11.0,0.0,,,,,,,,,,,,,,,,,
14.0,Los Angeles Lakers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19930.0,0.435,12.5,,0.78,0.265,0.15,0.132,0.233,0.22,,0.461,0.651,0.348,0.374,0.366,0.344,,0.527,0.726,,0.043,276.0,,0.205,859.0,,0.183,0.396,,7.0,0.0,,,,,,,,,,,,,,,,,
15.0,Memphis Grizzlies*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19905.0,0.458,11.0,,0.816,0.308,0.199,0.129,0.179,0.184,,0.485,0.621,0.405,0.42,0.386,0.339,,0.528,0.865,,0.029,173.0,,0.263,1074.0,,0.262,0.383,,22.0,2.0,,,,,,,,,,,,,,,,,
16.0,Miami Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19730.0,0.456,12.4,,0.738,0.295,0.142,0.118,0.184,0.262,,0.499,0.629,0.438,0.424,0.385,0.335,,0.481,0.905,,0.047,277.0,,0.238,860.0,,0.319,0.374,,17.0,1.0,,,,,,,,,,,,,,,,,
17.0,Milwaukee Bucks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19930.0,0.459,11.4,,0.777,0.338,0.136,0.11,0.193,0.223,,0.486,0.608,0.352,0.438,0.394,0.363,,0.571,0.888,,0.052,320.0,,0.259,977.0,,0.316,0.403,,4.0,0.0,,,,,,,,,,,,,,,,,
18.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19805.0,0.438,11.6,,0.821,0.287,0.176,0.122,0.235,0.179,,0.461,0.622,0.361,0.41,0.365,0.332,,0.557,0.825,,0.054,332.0,,0.217,826.0,,0.219,0.366,,12.0,0.0,,,,,,,,,,,,,,,,,
19.0,New Orleans Pelicans*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19780.0,0.457,11.4,,0.767,0.348,0.152,0.098,0.169,0.233,,0.484,0.591,0.383,0.406,0.398,0.37,,0.513,0.875,,0.05,313.0,,0.286,1052.0,,0.239,0.412,,17.0,0.0,,,,,,,,,,,,,,,,,
20.0,New York Knicks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19855.0,0.428,13.3,,0.76,0.241,0.147,0.126,0.247,0.24,,0.454,0.587,0.363,0.393,0.41,0.347,,0.55,0.836,,0.035,213.0,,0.198,715.0,,0.187,0.351,,16.0,1.0,,,,,,,,,,,,,,,,,
21.0,Oklahoma City Thunder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19830.0,0.447,11.9,,0.738,0.304,0.156,0.113,0.165,0.262,,0.486,0.615,0.385,0.436,0.377,0.339,,0.461,0.797,,0.051,328.0,,0.233,933.0,,0.247,0.373,,12.0,0.0,,,,,,,,,,,,,,,,,
22.0,Orlando Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19755.0,0.453,11.5,,0.765,0.317,0.182,0.094,0.172,0.235,,0.486,0.611,0.386,0.383,0.415,0.347,,0.48,0.868,,0.052,315.0,,0.241,929.0,,0.26,0.373,,11.0,0.0,,,,,,,,,,,,,,,,,
23.0,Philadelphia 76ers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19805.0,0.408,12.2,,0.681,0.321,0.174,0.069,0.118,0.319,,0.449,0.593,0.316,0.326,0.322,0.32,,0.52,0.873,,0.051,318.0,,0.257,938.0,,0.181,0.342,,18.0,0.0,,,,,,,,,,,,,,,,,
24.0,Phoenix Suns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19880.0,0.452,12.6,,0.709,0.294,0.138,0.124,0.153,0.291,,0.497,0.643,0.374,0.429,0.383,0.341,,0.443,0.801,,0.045,291.0,,0.237,1009.0,,0.289,0.361,,19.0,1.0,,,,,,,,,,,,,,,,,
25.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19855.0,0.45,13.7,,0.684,0.248,0.134,0.112,0.19,0.316,,0.491,0.652,0.411,0.402,0.393,0.362,,0.495,0.776,,0.034,227.0,,0.193,834.0,,0.249,0.391,,14.0,0.0,,,,,,,,,,,,,,,,,
26.0,Sacramento Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19855.0,0.455,11.0,,0.796,0.303,0.219,0.094,0.181,0.204,,0.484,0.651,0.356,0.416,0.395,0.341,,0.503,0.837,,0.066,391.0,,0.239,937.0,,0.299,0.367,,12.0,0.0,,,,,,,,,,,,,,,,,
27.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19955.0,0.468,12.1,,0.731,0.278,0.202,0.103,0.148,0.269,,0.505,0.634,0.462,0.404,0.395,0.367,,0.544,0.919,,0.028,172.0,,0.239,999.0,,0.288,0.423,,10.0,0.0,,,,,,,,,,,,,,,,,
28.0,Toronto Raptors*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19855.0,0.455,12.7,,0.698,0.254,0.195,0.104,0.145,0.302,,0.499,0.644,0.446,0.393,0.395,0.352,,0.476,0.781,,0.042,259.0,,0.193,781.0,,0.264,0.408,,10.0,0.0,,,,,,,,,,,,,,,,,
29.0,Utah Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19705.0,0.447,12.2,,0.726,0.299,0.17,0.096,0.161,0.274,,0.486,0.669,0.333,0.395,0.363,0.343,,0.473,0.9,,0.066,401.0,,0.214,830.0,,0.275,0.376,,18.0,1.0,,,,,,,,,,,,,,,,,
30.0,Washington Wizards*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19955.0,0.462,12.1,,0.797,0.287,0.142,0.138,0.23,0.203,,0.488,0.658,0.385,0.409,0.389,0.36,,0.578,0.889,,0.05,327.0,,0.22,879.0,,0.28,0.37,,12.0,0.0,,,,,,,,,,,,,,,,,
,League Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,82.0,19839.0,0.449,12.4,,0.732,0.29,0.164,0.103,0.175,0.268,,0.485,0.627,0.384,0.403,0.394,0.35,,0.52,0.843,,0.047,293.0,,0.228,903.0,,0.254,0.387,,14.4,0.4,,,,,,,,,,,,,,,,,
1.0,Atlanta Hawks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19730.0,0.462,13.5,,0.778,0.233,0.175,0.097,0.274,0.222,,0.494,0.649,0.434,0.39,0.436,0.352,,0.55,0.882,,0.045,263.0,,0.182,692.0,,0.349,0.38,,13.0,1.0,,,,,,,,,,,,,,,,,
2.0,Boston Celtics*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.486,12.1,,0.82,0.313,0.14,0.113,0.254,0.18,,0.513,0.674,0.376,0.445,0.42,0.365,,0.597,0.882,,0.043,256.0,,0.265,1041.0,,0.26,0.467,,8.0,0.0,,,,,,,,,,,,,,,,,
3.0,Charlotte Bobcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19805.0,0.451,12.0,,0.811,0.334,0.145,0.097,0.235,0.189,,0.48,0.61,0.354,0.395,0.41,0.327,,0.56,0.86,,0.045,242.0,,0.275,995.0,,0.187,0.373,,18.0,0.0,,,,,,,,,,,,,,,,,
4.0,Chicago Bulls*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.462,12.5,,0.785,0.304,0.151,0.102,0.229,0.215,,0.489,0.638,0.389,0.404,0.397,0.361,,0.548,0.863,,0.052,314.0,,0.257,986.0,,0.275,0.373,,17.0,0.0,,,,,,,,,,,,,,,,,
5.0,Cleveland Cavaliers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19755.0,0.434,12.3,,0.776,0.296,0.179,0.097,0.203,0.224,,0.461,0.61,0.355,0.333,0.398,0.342,,0.542,0.847,,0.051,312.0,,0.239,874.0,,0.234,0.37,,7.0,0.0,,,,,,,,,,,,,,,,,
6.0,Dallas Mavericks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19705.0,0.475,13.6,,0.726,0.24,0.162,0.125,0.199,0.274,,0.516,0.684,0.407,0.423,0.461,0.365,,0.565,0.905,,0.053,321.0,,0.181,723.0,,0.293,0.392,,18.0,1.0,,,,,,,,,,,,,,,,,
7.0,Denver Nuggets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19705.0,0.476,12.3,,0.742,0.349,0.133,0.074,0.186,0.258,,0.506,0.633,0.371,0.378,0.414,0.388,,0.497,0.875,,0.059,355.0,,0.29,1122.0,,0.286,0.4,,17.0,1.0,,,,,,,,,,,,,,,,,
8.0,Detroit Pistons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.46,12.0,,0.811,0.307,0.15,0.132,0.222,0.189,,0.479,0.634,0.376,0.376,0.396,0.376,,0.507,0.892,,0.043,246.0,,0.249,987.0,,0.365,0.397,,18.0,1.0,,,,,,,,,,,,,,,,,
9.0,Golden State Warriors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.461,13.0,,0.752,0.276,0.169,0.093,0.214,0.248,,0.484,0.656,0.37,0.349,0.412,0.392,,0.489,0.866,,0.048,317.0,,0.212,925.0,,0.295,0.432,,19.0,1.0,,,,,,,,,,,,,,,,,
10.0,Houston Rockets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.454,12.9,,0.736,0.263,0.203,0.092,0.177,0.264,,0.486,0.644,0.394,0.405,0.398,0.367,,0.553,0.851,,0.026,165.0,,0.247,1063.0,,0.227,0.4,,15.0,0.0,,,,,,,,,,,,,,,,,
11.0,Indiana Pacers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.442,13.2,,0.756,0.245,0.182,0.116,0.213,0.244,,0.471,0.627,0.402,0.397,0.391,0.354,,0.45,0.892,,0.047,288.0,,0.202,806.0,,0.203,0.394,,11.0,0.0,,,,,,,,,,,,,,,,,
12.0,Los Angeles Clippers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19855.0,0.457,12.1,,0.77,0.307,0.199,0.081,0.183,0.23,,0.493,0.664,0.393,0.369,0.368,0.338,,0.548,0.864,,0.085,502.0,,0.227,883.0,,0.254,0.319,,18.0,0.0,,,,,,,,,,,,,,,,,
13.0,Los Angeles Lakers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.463,12.7,,0.78,0.256,0.206,0.118,0.199,0.22,,0.494,0.666,0.428,0.441,0.373,0.352,,0.527,0.819,,0.046,287.0,,0.206,878.0,,0.286,0.411,,22.0,1.0,,,,,,,,,,,,,,,,,
14.0,Memphis Grizzlies*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.471,10.8,,0.864,0.309,0.244,0.107,0.204,0.136,,0.492,0.66,0.407,0.398,0.388,0.334,,0.488,0.906,,0.042,265.0,,0.255,1071.0,,0.267,0.389,,25.0,0.0,,,,,,,,,,,,,,,,,
15.0,Miami Heat*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.481,13.7,,0.765,0.242,0.155,0.102,0.267,0.235,,0.515,0.695,0.458,0.403,0.428,0.37,,0.479,0.819,,0.053,308.0,,0.2,792.0,,0.327,0.435,,11.0,1.0,,,,,,,,,,,,,,,,,
16.0,Milwaukee Bucks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.43,12.8,,0.784,0.268,0.165,0.123,0.227,0.216,,0.454,0.585,0.372,0.381,0.4,0.342,,0.48,0.882,,0.026,160.0,,0.22,797.0,,0.299,0.395,,11.0,0.0,,,,,,,,,,,,,,,,,
17.0,Minnesota Timberwolves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.441,12.7,,0.777,0.241,0.233,0.099,0.204,0.223,,0.459,0.611,0.387,0.391,0.395,0.376,,0.476,0.779,,0.034,207.0,,0.195,780.0,,0.204,0.458,,27.0,1.0,,,,,,,,,,,,,,,,,
18.0,New Jersey Nets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,20005.0,0.44,12.8,,0.799,0.236,0.213,0.123,0.227,0.201,,0.464,0.606,0.422,0.384,0.398,0.343,,0.55,0.808,,0.052,307.0,,0.189,677.0,,0.272,0.353,,18.0,1.0,,,,,,,,,,,,,,,,,
19.0,New Orleans Hornets*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.459,12.8,,0.808,0.223,0.213,0.136,0.237,0.192,,0.482,0.657,0.401,0.402,0.436,0.36,,0.523,0.863,,0.036,210.0,,0.192,747.0,,0.322,0.37,,13.0,2.0,,,,,,,,,,,,,,,,,
20.0,New York Knicks*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.457,13.5,,0.697,0.265,0.166,0.086,0.179,0.303,,0.496,0.665,0.377,0.382,0.411,0.368,,0.475,0.821,,0.054,349.0,,0.206,860.0,,0.27,0.424,,12.0,0.0,,,,,,,,,,,,,,,,,
21.0,Oklahoma City Thunder*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,20005.0,0.464,12.5,,0.788,0.284,0.159,0.126,0.218,0.212,,0.495,0.686,0.354,0.404,0.403,0.347,,0.488,0.848,,0.072,443.0,,0.208,825.0,,0.187,0.354,,11.0,0.0,,,,,,,,,,,,,,,,,
22.0,Orlando Magic*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19830.0,0.461,14.1,,0.672,0.253,0.158,0.096,0.164,0.328,,0.507,0.671,0.405,0.411,0.411,0.366,,0.454,0.835,,0.065,388.0,,0.181,692.0,,0.243,0.367,,18.0,1.0,,,,,,,,,,,,,,,,,
23.0,Philadelphia 76ers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19930.0,0.461,12.4,,0.816,0.258,0.175,0.17,0.213,0.184,,0.485,0.672,0.379,0.412,0.405,0.355,,0.557,0.831,,0.051,323.0,,0.199,812.0,,0.244,0.403,,15.0,0.0,,,,,,,,,,,,,,,,,
24.0,Phoenix Suns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,20005.0,0.47,13.4,,0.729,0.253,0.167,0.116,0.193,0.271,,0.505,0.701,0.385,0.429,0.396,0.377,,0.531,0.869,,0.049,299.0,,0.195,887.0,,0.263,0.41,,15.0,0.0,,,,,,,,,,,,,,,,,
25.0,Portland Trail Blazers*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19805.0,0.447,12.6,,0.772,0.283,0.168,0.115,0.206,0.228,,0.477,0.645,0.387,0.378,0.376,0.345,,0.515,0.934,,0.046,270.0,,0.22,891.0,,0.317,0.391,,23.0,0.0,,,,,,,,,,,,,,,,,
26.0,Sacramento Kings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19855.0,0.449,12.0,,0.817,0.265,0.219,0.112,0.221,0.183,,0.475,0.68,0.36,0.401,0.38,0.335,,0.48,0.879,,0.047,299.0,,0.219,960.0,,0.286,0.403,,24.0,1.0,,,,,,,,,,,,,,,,,
27.0,San Antonio Spurs*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.475,12.7,,0.739,0.264,0.201,0.106,0.167,0.261,,0.503,0.662,0.43,0.407,0.4,0.397,,0.507,0.858,,0.029,166.0,,0.234,988.0,,0.367,0.421,,7.0,0.0,,,,,,,,,,,,,,,,,
28.0,Toronto Raptors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19780.0,0.465,11.8,,0.838,0.325,0.157,0.112,0.245,0.162,,0.494,0.627,0.414,0.439,0.394,0.316,,0.534,0.872,,0.053,325.0,,0.262,1012.0,,0.234,0.337,,12.0,0.0,,,,,,,,,,,,,,,,,
29.0,Utah Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2011,82.0,19880.0,0.465,12.1,,0.809,0.296,0.181,0.111,0.221,0.191,,0.493,0.652,0.398,0.396,0.406,0.346,,0.588,0.862,,0.055,330.0,,0.229,910.0,,0.184,0.368,,16.0,1.0,,,,,,,,,,,,,,,,,
