Rk,team,G,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
30,seattle supersonics,82,19830,3202,6596,0.485,542,1445,0.375,2660,5151,0.516,1713,2255,0.76,1003,2316,3319,1973,598,399,1194,1820,8659,2005
NA,league average,82,19852,2939,6477,0.454,470,1310,0.358,2469,5167,0.478,1607,2157,0.745,916,2442,3358,1690,588,385,1182,1866,7955,2005
1,charlotte bobcats,82,19880,2925,6536,0.448,573,1696,0.338,2352,4840,0.486,1270,1710,0.743,868,2382,3250,1666,614,502,1256,1804,7693,2009
2,miami heat,82,19880,2813,6408,0.439,524,1531,0.342,2289,4877,0.469,1577,2091,0.754,856,2483,3339,1545,517,355,1184,1639,7727,2009
3,portland trail blazers,82,19855,2950,6352,0.464,480,1399,0.343,2470,4953,0.499,1394,1870,0.745,801,2322,3123,1583,485,333,1104,1767,7774,2009
4,orlando magic,82,19730,2955,6739,0.438,522,1437,0.363,2433,5302,0.459,1380,1830,0.754,800,2481,3281,1550,551,288,1050,1819,7812,2009
5,boston celtics,82,19780,2880,6390,0.451,470,1375,0.342,2410,5015,0.481,1606,2152,0.746,868,2418,3286,1585,578,386,1283,1777,7836,2009
6,cleveland cavaliers,82,19780,2935,6633,0.442,524,1511,0.347,2411,5122,0.471,1444,1907,0.757,794,2366,3160,1661,542,325,1045,1708,7838,2009
7,milwaukee bucks,82,19980,2870,6361,0.451,438,1276,0.343,2432,5085,0.478,1692,2211,0.765,790,2722,3512,1581,573,421,1254,1664,7870,2009
8,san antonio spurs,82,19780,3025,6691,0.452,412,1200,0.343,2613,5491,0.476,1433,1896,0.756,814,2427,3241,1576,567,417,1032,1672,7895,2009
9,los angeles lakers,82,19830,3050,6840,0.446,520,1585,0.328,2530,5255,0.481,1332,1776,0.75,914,2546,3460,1792,573,363,1159,1737,7952,2009
10,atlanta hawks,82,19855,3048,6623,0.46,480,1392,0.345,2568,5231,0.491,1380,1852,0.745,922,2471,3393,1719,506,359,1135,1582,7956,2009
11,oklahoma city thunder,82,19805,3007,6718,0.448,481,1414,0.34,2526,5304,0.476,1541,2018,0.764,937,2397,3334,1618,616,384,1238,1755,8036,2009
12,utah jazz,82,19755,2908,6471,0.449,552,1559,0.354,2356,4912,0.48,1741,2286,0.762,837,2376,3213,1628,632,445,1238,1818,8109,2009
13,chicago bulls,82,19905,3043,6885,0.442,584,1680,0.348,2459,5205,0.472,1457,1958,0.744,916,2589,3505,1715,578,438,1090,1643,8127,2009
14,detroit pistons,82,19780,2965,6172,0.48,568,1514,0.375,2397,4658,0.515,1630,2124,0.767,814,2420,3234,1898,549,401,1174,1702,8128,2009
15,dallas mavericks,82,19880,3107,6805,0.457,525,1515,0.347,2582,5290,0.488,1402,1849,0.758,922,2592,3514,1659,563,337,1195,1652,8141,2009
16,washington wizards,82,19830,3083,6664,0.463,528,1466,0.36,2555,5198,0.492,1590,2088,0.761,935,2530,3465,1772,569,415,1115,1684,8284,2009
17,new jersey nets,82,19780,3172,6593,0.481,468,1278,0.366,2704,5315,0.509,1511,2021,0.748,925,2683,3608,1960,638,421,1149,1647,8323,2009
18,philadelphia 76ers,82,19805,3105,6573,0.472,606,1542,0.393,2499,5031,0.497,1518,1983,0.766,888,2470,3358,1810,621,332,1189,1534,8334,2009
19,los angeles clippers,82,19705,3193,6792,0.47,529,1457,0.363,2664,5335,0.499,1455,1910,0.762,879,2490,3369,1926,686,363,1059,1588,8370,2009
20,denver nuggets,82,19780,3088,6766,0.456,523,1498,0.349,2565,5268,0.487,1695,2207,0.768,955,2513,3468,1723,578,438,1235,1943,8394,2009
21,new orleans hornets,82,19830,3250,6730,0.483,539,1517,0.355,2711,5213,0.52,1383,1841,0.751,870,2586,3456,1925,574,367,1177,1597,8422,2009
22,houston rockets,82,19905,3236,6810,0.475,489,1344,0.364,2747,5466,0.503,1464,1917,0.764,875,2632,3507,1716,597,532,1207,1840,8425,2009
23,indiana pacers,82,19705,3113,6875,0.453,510,1405,0.363,2603,5470,0.476,1774,2346,0.756,969,2852,3821,1694,654,414,1227,1709,8510,2009
24,memphis grizzlies,82,19905,3277,6849,0.478,572,1618,0.354,2705,5231,0.517,1402,1858,0.755,907,2349,3256,1875,635,501,1165,1840,8528,2009
25,sacramento kings,82,19880,3199,6828,0.469,497,1391,0.357,2702,5437,0.497,1663,2149,0.774,909,2538,3447,1683,586,468,1120,1650,8558,2009
26,phoenix suns,82,19730,3235,7165,0.452,561,1582,0.355,2674,5583,0.479,1606,2114,0.76,1081,2391,3472,1704,646,365,1065,1789,8637,2009
27,toronto raptors,82,19780,3194,6824,0.468,609,1665,0.366,2585,5159,0.501,1683,2146,0.784,933,2453,3386,1889,580,360,1040,1730,8680,2009
28,new york knicks,82,19880,3352,6902,0.486,553,1571,0.352,2799,5331,0.525,1429,1896,0.754,959,2724,3683,1723,585,368,1182,1576,8686,2009
29,minnesota timberwolves,82,19780,3343,6961,0.48,618,1690,0.366,2725,5271,0.517,1534,1981,0.774,917,2640,3557,2103,721,442,1173,1686,8838,2009
30,golden state warriors,82,19730,3409,7033,0.485,567,1514,0.375,2842,5519,0.515,1832,2390,0.767,1100,2842,3942,1979,645,407,1442,1757,9217,2009
NA,league average,82,19817,3091,6700,0.461,527,1487,0.355,2564,5212,0.492,1527,2013,0.759,899,2523,3421,1742,592,398,1166,1710,8237,2009
1,chicago bulls,82,19930,2867,6660,0.43,538,1532,0.351,2329,5128,0.454,1256,1668,0.753,876,2508,3384,1604,621,490,1178,1714,7528,2013
2,indiana pacers,82,19780,2850,6785,0.42,538,1561,0.345,2312,5224,0.443,1334,1768,0.755,855,2521,3376,1525,593,378,1120,1793,7572,2013
3,memphis grizzlies,82,19805,2924,6500,0.45,615,1731,0.355,2309,4769,0.484,1292,1686,0.766,809,2403,3212,1632,591,410,1162,1553,7755,2013
4,charlotte bobcats,82,19905,3022,6838,0.442,665,1800,0.369,2357,5038,0.468,1251,1649,0.759,785,2766,3551,1718,514,415,1090,1716,7960,2013
5,miami heat,82,19880,2961,6475,0.457,694,1917,0.362,2267,4558,0.497,1374,1832,0.75,886,2420,3306,1751,667,256,1369,1675,7990,2013
6,san antonio spurs,82,19755,3096,6976,0.444,529,1500,0.353,2567,5476,0.469,1285,1691,0.76,862,2600,3462,1669,628,379,1137,1585,8006,2013
7,toronto raptors,82,19955,2957,6573,0.45,568,1578,0.36,2389,4995,0.478,1557,2071,0.752,854,2505,3359,1719,596,352,1224,1815,8039,2013
8,new york knicks,82,19855,2934,6401,0.458,713,1921,0.371,2221,4480,0.496,1568,2050,0.765,843,2600,3443,1618,513,277,1193,1611,8149,2013
9,washington wizards,82,20055,3038,6632,0.458,612,1763,0.347,2426,4869,0.498,1462,1912,0.765,827,2633,3460,1824,631,320,1314,1600,8150,2013
10,golden state warriors,82,19830,3019,6920,0.436,569,1656,0.344,2450,5264,0.465,1548,2023,0.765,878,2671,3549,1683,649,342,1232,1584,8155,2013
11,brooklyn nets,82,19880,2980,6511,0.458,662,1802,0.367,2318,4709,0.492,1539,2026,0.76,921,2594,3515,1723,608,337,1296,1704,8161,2013
12,oklahoma city thunder,82,19805,2984,6842,0.436,705,1968,0.358,2279,4874,0.468,1512,2080,0.727,900,2456,3356,1785,669,296,1248,1672,8185,2013
13,boston celtics,82,19730,3101,6675,0.465,539,1553,0.347,2562,5122,0.5,1517,1993,0.761,871,2596,3467,1813,609,373,1168,1564,8258,2013
14,los angeles clippers,82,19755,3068,6958,0.441,595,1791,0.332,2473,5167,0.479,1547,2049,0.755,1011,2575,3586,1908,570,284,1261,1919,8278,2013
15,atlanta hawks,82,19830,3163,6843,0.462,654,1793,0.365,2509,5050,0.497,1341,1793,0.748,882,2688,3570,1901,672,354,1247,1643,8321,2013
16,cleveland cavaliers,82,19930,3097,6847,0.452,765,2083,0.367,2332,4764,0.49,1365,1803,0.757,841,2648,3489,2037,587,461,1144,1599,8324,2013
17,orlando magic,82,19955,3126,6861,0.456,659,1778,0.371,2467,5083,0.485,1449,1881,0.77,859,2746,3605,1848,581,445,1146,1500,8360,2013
18,utah jazz,82,19780,3138,6639,0.473,599,1591,0.376,2539,5048,0.503,1504,1945,0.773,846,2640,3486,1788,617,401,1034,1673,8379,2013
19,new orleans pelicans,82,19855,3055,6567,0.465,652,1827,0.357,2403,4740,0.507,1637,2176,0.752,881,2538,3419,1845,577,504,1185,1664,8399,2013
20,dallas mavericks,82,19830,3096,6673,0.464,678,1888,0.359,2418,4785,0.505,15309,0.758,943,2569,3512,1808,635,288,1312,1633,8400,2013,NA
21,phoenix suns,82,19755,3118,6840,0.456,556,1632,0.341,2562,5208,0.492,1621,2115,0.766,926,2586,3512,1664,613,332,1258,1749,8413,2013
22,portland trail blazers,82,19855,3248,7203,0.451,534,1504,0.355,2714,5699,0.476,1396,1822,0.766,944,2622,3566,1675,639,304,985,1698,8426,2013
23,houston rockets,82,19830,3197,7218,0.443,666,1889,0.353,2531,5329,0.475,1395,1844,0.757,977,2439,3416,1821,704,460,1149,1993,8455,2013
24,sacramento kings,82,19830,3103,6734,0.461,696,1833,0.38,2407,4901,0.491,1577,2139,0.737,813,2568,3381,1927,637,459,1116,1897,8479,2013
25,milwaukee bucks,82,19880,3146,6722,0.468,697,1826,0.382,2449,4896,0.5,1511,2011,0.751,961,2608,3569,1870,640,413,1158,1690,8500,2013
26,minnesota timberwolves,82,19855,3321,7048,0.471,663,1820,0.364,2658,5228,0.508,1244,1645,0.756,908,2717,3625,1875,644,457,1346,1936,8549,2013
27,detroit pistons,82,19780,3208,6820,0.47,683,1872,0.365,2525,4948,0.51,1487,1967,0.756,913,2612,3525,2000,670,403,1230,1699,8586,2013
28,denver nuggets,82,19755,3238,7086,0.457,605,1724,0.351,2633,5362,0.491,1654,2168,0.763,930,2665,3595,1843,694,459,1178,1778,8735,2013
29,los angeles lakers,82,19705,3440,7350,0.468,666,1843,0.361,2774,5507,0.504,1412,1942,0.727,1068,2950,4018,2112,790,387,1164,1580,8958,2013
30,philadelphia 76ers,82,19855,3284,6975,0.471,739,1998,0.37,2545,4977,0.511,1705,2261,0.754,976,2871,3847,2144,736,558,1391,1686,9012,2013
NA,league average,82,19840,3093,6806,0.454,635,1766,0.36,2458,5040,0.488,1462,1934,0.756,895,2611,3505,1804,630,386,1201,1697,8283,2013
1,utah jazz,82,19755,3057,6804,0.449,778,2131,0.365,2279,4673,0.488,1295,1680,0.771,710,2702,3412,1636,678,380,1224,1683,8187,2017
2,san antonio spurs,82,19730,3131,6911,0.453,750,2154,0.348,2381,4757,0.501,1175,1549,0.759,756,2731,3487,1786,622,318,1155,1619,8187,2017
3,boston celtics,82,19805,3066,6973,0.44,769,2270,0.339,2297,4703,0.488,1334,1748,0.763,791,2804,3595,1744,594,364,1159,1571,8235,2017
4,miami heat,82,19930,3090,6873,0.45,785,2181,0.36,2305,4692,0.491,1476,1885,0.783,744,2791,3535,1720,616,378,1160,1587,8441,2017
5,portland trail blazers,82,19755,3146,7042,0.447,794,2179,0.364,2352,4863,0.484,1362,1803,0.755,763,2755,3518,1655,602,418,1036,1564,8448,2017
6,toronto raptors,82,19830,3149,7017,0.449,731,2046,0.357,2418,4971,0.486,1489,1941,0.767,806,2672,3478,1785,588,401,1176,1633,8518,2017
7,houston rockets,82,19755,3244,7017,0.462,829,2365,0.351,2415,4652,0.519,1201,1610,0.746,710,2738,3448,1837,609,363,1194,1670,8518,2017
8,detroit pistons,82,19805,3206,6988,0.459,908,2527,0.359,2298,4461,0.515,1201,1548,0.776,756,2833,3589,2064,597,398,1215,1511,8521,2017
9,indiana pacers,82,19755,3230,6953,0.465,870,2496,0.349,2360,4457,0.53,1213,1602,0.757,838,2686,3524,1905,577,428,1271,1514,8543,2017
10,oklahoma city thunder,82,19830,3156,6885,0.458,920,2507,0.367,2236,4378,0.511,1332,1733,0.769,781,2676,3457,1911,630,377,1315,1750,8564,2017
11,philadelphia 76ers,82,19780,3120,7185,0.434,829,2427,0.342,2291,4758,0.482,1566,2102,0.745,818,2641,3459,1782,697,417,1173,1670,8635,2017
12,dallas mavericks,82,19805,3219,6870,0.469,874,2411,0.363,2345,4459,0.526,1327,1754,0.757,725,3027,3752,1929,594,369,1127,1604,8639,2017
13,memphis grizzlies,82,19705,3046,6587,0.462,874,2377,0.368,2172,4210,0.516,1688,2196,0.769,782,2703,3485,1816,662,421,1210,1674,8654,2017
14,sacramento kings,82,19755,3177,6759,0.47,976,2586,0.377,2201,4173,0.527,1347,1760,0.765,745,2843,3588,1939,636,389,1176,1422,8677,2017
15,washington wizards,82,19855,3195,6918,0.462,835,2393,0.349,2360,4525,0.522,1469,1931,0.761,805,2682,3487,1831,641,383,1224,1639,8694,2017
16,milwaukee bucks,82,19830,3209,6864,0.468,829,2226,0.372,2380,4638,0.513,1509,1926,0.783,817,2686,3503,1939,585,366,1279,1633,8756,2017
17,minnesota timberwolves,82,19805,3298,6942,0.475,890,2431,0.366,2408,4511,0.534,1311,1683,0.779,803,2626,3429,1962,529,382,1239,1711,8797,2017
18,golden state warriors,82,19730,3296,7380,0.447,853,2392,0.357,2443,4988,0.49,1369,1807,0.758,893,2592,3485,1934,717,301,1175,1516,8814,2017
19,charlotte hornets,82,19780,3370,7199,0.468,926,2467,0.375,2444,4732,0.516,1187,1494,0.795,692,2891,3583,2029,542,404,1112,1839,8853,2017
20,new york knicks,82,19830,3233,7078,0.457,917,2494,0.368,2316,4584,0.505,1475,1906,0.774,838,2702,3540,1965,670,389,1096,1509,8858,2017
21,orlando magic,82,19730,3355,7176,0.468,819,2260,0.362,2536,4916,0.516,1345,1741,0.773,868,2892,3760,1998,639,402,1166,1556,8874,2017
22,denver nuggets,82,19880,3386,7113,0.476,893,2364,0.378,2493,4749,0.525,1234,1671,0.738,800,2613,3413,2028,654,391,1131,1699,8899,2017
23,atlanta hawks,82,19705,3336,7107,0.469,949,2519,0.377,2387,4588,0.52,1301,1686,0.772,841,2785,3626,2137,710,453,1238,1661,8922,2017
24,los angeles clippers,82,19705,3298,7194,0.458,881,2477,0.356,2417,4717,0.512,1457,1864,0.782,871,2706,3577,2015,699,462,1154,1803,8934,2017
25,los angeles lakers,82,19905,3366,7374,0.456,855,2469,0.346,2511,4905,0.512,1402,1843,0.761,840,2835,3675,1932,682,447,1170,1679,8989,2017
26,cleveland cavaliers,82,19730,3429,7238,0.474,956,2596,0.368,2473,4642,0.533,1200,1588,0.756,812,2766,3578,2122,613,340,1105,1696,9014,2017
27,chicago bulls,82,19855,3360,7115,0.472,990,2678,0.37,2370,4437,0.534,1307,1660,0.787,691,3053,3744,2123,588,423,1112,1425,9017,2017
28,brooklyn nets,82,19855,3418,7334,0.466,741,2010,0.369,2677,5324,0.503,1471,1921,0.766,853,2981,3834,1782,630,450,1015,1615,9048,2017
29,new orleans pelicans,82,19955,3423,7539,0.454,891,2509,0.355,2532,5030,0.503,1317,1679,0.784,887,2843,3730,1947,670,344,1186,1669,9054,2017
30,phoenix suns,82,19705,3426,7274,0.471,895,2398,0.373,2531,4876,0.519,1543,2014,0.766,855,2906,3761,1910,712,488,1099,1715,9290,2017
NA,league average,82,19795,3248,7057,0.46,860,2378,0.362,2388,4679,0.51,1363,1778,0.767,796,2772,3568,1905,633,395,1170,1628,8719,2017
