Rk,team,G,MP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,year
1,detroit pistons,82,19730,2727,6239,0.437,409,1233,0.332,2318,5006,0.463,1523,2047,0.744,865,2344,3209,1563,477,319,1108,1618,7386,2007
2,boston celtics,82,19755,2657,6341,0.419,485,1535,0.316,2172,4806,0.452,1605,2160,0.743,899,2290,3189,1539,594,389,1308,1818,7404,2007
3,san antonio spurs,82,19730,2857,6431,0.444,420,1227,0.342,2437,5204,0.468,1293,1710,0.756,776,2527,3303,1490,566,361,1058,1625,7427,2007
4,houston rockets,82,19730,2852,6594,0.433,433,1186,0.365,2419,5408,0.447,1410,1912,0.737,894,2441,3335,1548,622,379,1094,1615,7547,2007
5,new orleans hornets,82,19805,3038,6604,0.46,544,1552,0.351,2494,5052,0.494,1217,1579,0.771,815,2533,3348,1779,470,331,1136,1573,7837,2007
6,dallas mavericks,82,19730,2903,6551,0.443,408,1168,0.349,2495,5383,0.463,1648,2168,0.76,882,2419,3301,1547,536,357,999,1739,7862,2007
7,philadelphia 76ers,82,19755,3000,6504,0.461,557,1549,0.36,2443,4955,0.493,1332,1726,0.772,923,2293,3216,1903,550,420,1289,1708,7889,2007
8,portland trail blazers,82,19905,2983,6616,0.451,533,1499,0.356,2450,5117,0.479,1401,1828,0.766,957,2465,3422,1714,488,301,1026,1656,7900,2007
9,cleveland cavaliers,82,19855,2939,6462,0.455,506,1419,0.357,2433,5043,0.482,1548,2070,0.748,814,2500,3314,1721,559,388,1092,1666,7932,2007
10,toronto raptors,82,19830,3007,6569,0.458,619,1683,0.368,2388,4886,0.489,1344,1732,0.776,830,2583,3413,1797,470,333,1149,1508,7977,2007
11,orlando magic,82,19780,3057,6855,0.446,516,1441,0.358,2541,5414,0.469,1489,1975,0.754,900,2519,3419,1764,581,344,1081,1898,8119,2007
12,washington wizards,82,19905,3015,6537,0.461,683,1768,0.386,2332,4769,0.489,1418,1880,0.754,900,2478,3378,1958,529,360,1149,1656,8131,2007
13,utah jazz,82,19705,2896,6286,0.461,506,1419,0.357,2390,4867,0.491,1848,2468,0.749,844,2256,3100,1629,619,420,1305,1891,8146,2007
14,miami heat,82,19830,3029,6477,0.468,552,1497,0.369,2477,4980,0.497,1590,2105,0.755,916,2617,3533,1817,631,341,1166,1650,8200,2007
15,atlanta hawks,82,19855,3115,6733,0.463,512,1413,0.362,2603,5320,0.489,1461,1943,0.752,968,2386,3354,1825,615,421,1123,1793,8203,2007
16,chicago bulls,82,19805,2982,6583,0.453,571,1522,0.375,2411,5061,0.476,1699,2217,0.766,914,2582,3496,1794,648,465,1254,1746,8234,2007
17,new jersey nets,82,19830,2982,6543,0.456,534,1448,0.369,2448,5095,0.48,1774,2311,0.768,896,2517,3413,1810,662,362,1098,1836,8272,2007
18,los angeles clippers,82,19805,3114,6670,0.467,486,1393,0.349,2628,5277,0.498,1574,2096,0.751,916,2657,3573,1834,590,388,1112,1773,8288,2007
19,los angeles lakers,82,19780,3127,7022,0.445,554,1531,0.362,2573,5491,0.469,1501,1995,0.752,988,2521,3509,1793,634,368,1168,1850,8309,2007
20,charlotte bobcats,82,19880,3115,6684,0.466,517,1456,0.355,2598,5228,0.497,1571,2102,0.747,999,2588,3587,1785,625,476,1177,1721,8318,2007
21,minnesota timberwolves,82,19730,3056,6481,0.472,541,1516,0.357,2515,4965,0.507,1742,2266,0.769,871,2545,3416,1899,610,467,1103,1434,8395,2007
22,new york knicks,82,19880,3184,6711,0.474,587,1592,0.369,2597,5119,0.507,1535,2078,0.739,924,2573,3497,1773,621,429,1046,1665,8490,2007
23,milwaukee bucks,82,19855,3147,6562,0.48,588,1530,0.384,2559,5032,0.509,1639,2141,0.766,872,2464,3336,1913,647,404,1125,1727,8521,2007
24,sacramento kings,82,19830,3137,6732,0.466,597,1600,0.373,2540,5132,0.495,1722,2287,0.753,970,2465,3435,1878,661,452,1250,1892,8593,2007
25,phoenix suns,82,19780,3368,7384,0.456,469,1329,0.353,2899,6055,0.479,1407,1879,0.749,1101,2498,3599,1607,601,311,1101,1731,8612,2007
26,indiana pacers,82,19755,3093,6817,0.454,606,1571,0.386,2487,5246,0.474,1850,2443,0.757,929,2800,3729,1820,663,416,1297,1782,8642,2007
27,seattle supersonics,82,19830,3288,7136,0.461,607,1576,0.385,2681,5560,0.482,1534,2048,0.749,961,2655,3616,1997,706,440,1082,1610,8717,2007
28,memphis grizzlies,82,19805,3394,7076,0.48,591,1625,0.364,2803,5451,0.514,1387,1791,0.774,932,2721,3653,1963,711,403,1096,1842,8766,2007
29,denver nuggets,82,19855,3334,7303,0.457,621,1710,0.363,2713,5593,0.485,1481,2028,0.73,1042,2680,3722,2107,644,393,1343,1950,8770,2007
30,golden state warriors,82,19780,3273,6998,0.468,572,1556,0.368,2701,5442,0.496,1806,2378,0.759,1053,2803,3856,1939,567,413,1384,1736,8924,2007
NA,league average,82,19803,3056,6683,0.457,537,1485,0.362,2518,5199,0.484,1545,2045,0.755,918,2524,3442,1784,597,388,1157,1724,8194,2007
1,san antonio spurs,82,19755,2613,6388,0.409,311,951,0.327,2302,5437,0.423,1372,1844,0.744,909,2459,3368,1419,635,380,1254,1837,6909,2003
2,detroit pistons,82,19780,2633,6378,0.413,356,1180,0.302,2277,5198,0.438,1287,1730,0.744,980,2353,3333,1561,649,410,1310,1877,6909,2003
3,indiana pacers,82,19805,2671,6180,0.432,329,1014,0.324,2342,5166,0.453,1350,1800,0.75,867,2423,3290,1649,582,512,1301,1794,7021,2003
4,new jersey nets,82,19705,2693,6302,0.427,418,1193,0.35,2275,5109,0.445,1392,1830,0.761,873,2471,3344,1627,656,374,1321,1739,7196,2003
5,houston rockets,82,19930,2636,6405,0.412,457,1227,0.372,2179,5178,0.421,1491,2024,0.737,907,2351,3258,1689,710,359,1103,1695,7220,2003
6,toronto raptors,82,19980,2722,6365,0.428,273,889,0.307,2449,5476,0.447,1536,2055,0.747,1034,2662,3696,1518,590,333,1196,1619,7253,2003
7,minnesota timberwolves,82,19755,2741,6625,0.414,395,1181,0.334,2346,5444,0.431,1426,1893,0.753,1001,2400,3401,1701,547,296,1106,1656,7303,2003
8,miami heat,82,19755,2658,6205,0.428,431,1256,0.343,2227,4949,0.45,1612,2100,0.768,892,2486,3378,1526,578,439,1207,1729,7359,2003
9,utah jazz,82,19780,2541,5879,0.432,415,1209,0.343,2126,4670,0.455,1874,2431,0.771,868,2131,2999,1528,666,530,1262,1999,7371,2003
10,philadelphia 76ers,82,19855,2751,6369,0.432,443,1329,0.333,2308,5040,0.458,1474,1982,0.744,996,2398,3394,1747,678,463,1245,1757,7419,2003
11,new orleans hornets,82,19830,2843,6443,0.441,444,1301,0.341,2399,5142,0.467,1407,1877,0.75,972,2477,3449,1790,613,429,1282,1734,7537,2003
12,portland trail blazers,82,19980,2954,6567,0.45,417,1222,0.341,2537,5345,0.475,1219,1618,0.753,1016,2292,3308,1912,657,390,1120,1534,7544,2003
13,new york knicks,82,19880,2785,6491,0.429,415,1228,0.338,2370,5263,0.45,1678,2198,0.763,950,2444,3394,1676,675,383,1132,1600,7663,2003
14,golden state warriors,82,19855,2948,6630,0.445,414,1107,0.374,2534,5523,0.459,1399,1875,0.746,981,2532,3513,1762,666,418,1145,1801,7709,2003
15,memphis grizzlies,82,19880,2859,6550,0.436,369,1091,0.338,2490,5459,0.456,1643,2150,0.764,1099,2508,3607,1674,673,461,1395,1891,7730,2003
16,los angeles lakers,82,19855,2920,6640,0.44,420,1247,0.337,2500,5393,0.464,1472,1964,0.749,922,2558,3480,1708,616,308,1254,2024,7732,2003
17,cleveland cavaliers,82,19855,2956,6759,0.437,431,1162,0.371,2525,5597,0.451,1491,1990,0.749,971,2475,3446,1783,635,434,1071,1656,7834,2003
18,chicago bulls,82,19830,2882,6611,0.436,439,1235,0.355,2443,5376,0.454,1673,2238,0.748,1011,2682,3693,1890,694,446,1250,1684,7876,2003
19,denver nuggets,82,19730,3019,6662,0.453,376,1056,0.356,2643,5606,0.471,1470,2020,0.728,1056,2465,3521,1931,664,479,1399,1895,7884,2003
20,boston celtics,82,19705,2894,6626,0.437,555,1534,0.362,2339,5092,0.459,1587,2157,0.736,1069,2524,3593,1882,719,408,1406,1819,7930,2003
21,milwaukee bucks,82,19780,3034,6719,0.452,456,1296,0.352,2578,5423,0.475,1428,1932,0.739,983,2521,3504,1870,615,406,1164,1878,7952,2003
22,washington wizards,82,19830,3061,6740,0.454,424,1238,0.342,2637,5502,0.479,1444,1874,0.771,1048,2520,3568,1966,786,448,1321,1783,7990,2003
23,atlanta hawks,82,19905,2968,6740,0.44,482,1345,0.358,2486,5395,0.461,1574,2072,0.76,1048,2485,3533,1803,731,416,1151,1699,7992,2003
24,seattle supersonics,82,19805,2980,6622,0.45,486,1394,0.349,2494,5228,0.477,1570,2028,0.774,1068,2430,3498,1728,629,387,1211,1658,8016,2003
25,sacramento kings,82,19780,3140,6920,0.454,409,1205,0.339,2731,5715,0.478,1333,1780,0.749,1080,2521,3601,1743,651,413,1225,1817,8022,2003
26,phoenix suns,82,19730,2975,6671,0.446,479,1374,0.349,2496,5297,0.471,1601,2092,0.765,1038,2550,3588,1760,649,431,1304,1589,8030,2003
27,los angeles clippers,82,19805,3075,6687,0.46,452,1256,0.36,2623,5431,0.483,1545,2086,0.741,1033,2358,3391,1874,693,437,1122,1861,8147,2003
28,dallas mavericks,82,19805,3133,6824,0.459,534,1471,0.363,2599,5353,0.486,1462,1960,0.746,1009,2562,3571,1937,582,382,1242,1690,8262,2003
29,orlando magic,82,19830,3169,6804,0.466,491,1301,0.377,2678,5503,0.487,1458,1964,0.742,1072,2570,3642,2004,625,450,1111,1691,8287,2003
NA,league average,82,19820,2871,6545,0.439,425,1224,0.347,2446,5321,0.46,1492,1985,0.752,991,2469,3461,1747,650,415,1228,1759,7659,2003
1,san antonio spurs,82,19705,2928,6709,0.436,541,1634,0.331,2387,5075,0.47,1221,1611,0.758,747,2576,3323,1707,592,317,1214,1597,7618,2015
2,utah jazz,82,19955,2920,6549,0.446,649,1819,0.357,2271,4730,0.48,1374,1842,0.746,764,2522,3286,1568,652,385,1146,1629,7863,2015
3,toronto raptors,82,19780,2991,6732,0.444,717,1922,0.373,2274,4810,0.473,1354,1809,0.748,782,2561,3343,1781,534,442,1094,1801,8053,2015
4,cleveland cavaliers,82,19855,3019,6736,0.448,647,1862,0.347,2372,4874,0.487,1378,1855,0.743,760,2604,3364,1756,590,362,1092,1690,8063,2015
5,miami heat,82,19830,3054,6914,0.442,605,1742,0.347,2449,5172,0.474,1356,1761,0.77,803,2580,3383,1657,612,337,1060,1608,8069,2015
6,atlanta hawks,82,19830,3046,7058,0.432,679,2008,0.338,2367,5050,0.469,1366,1810,0.755,944,2869,3813,1808,706,411,1324,1500,8137,2015
7,los angeles clippers,82,19830,3015,6946,0.434,645,1909,0.338,2370,5037,0.471,1543,2055,0.751,968,2861,3829,1740,583,259,1260,1842,8218,2015
8,indiana pacers,82,19880,3065,6962,0.44,679,2035,0.334,2386,4927,0.484,1428,1901,0.751,877,2774,3651,1707,634,366,1297,1676,8237,2015
9,charlotte hornets,82,19855,3098,6971,0.444,726,2081,0.349,2372,4890,0.485,1334,1735,0.769,726,2936,3662,1901,553,448,1103,1670,8256,2015
10,new york knicks,82,19805,3114,7035,0.443,626,1838,0.341,2488,5197,0.479,1435,1904,0.754,890,2733,3623,1703,589,343,927,1520,8289,2015
11,memphis grizzlies,82,19830,2947,6459,0.456,797,2185,0.365,2150,4274,0.503,1619,2107,0.768,830,2711,3541,1792,576,469,1328,1732,8310,2015
12,detroit pistons,82,19880,3182,6903,0.461,596,1679,0.355,2586,5224,0.495,1351,1726,0.783,725,2763,3488,1766,583,366,1099,1773,8311,2015
13,boston celtics,82,19780,3075,6973,0.441,643,1912,0.336,2432,5061,0.481,1613,2136,0.755,932,2838,3770,1715,622,450,1348,1718,8406,2015
14,dallas mavericks,82,20005,3144,6971,0.451,743,2170,0.342,2401,4801,0.5,1382,1873,0.738,868,2887,3755,1800,617,363,1142,1757,8413,2015
15,oklahoma city thunder,82,19830,3150,7192,0.438,667,1949,0.342,2483,5243,0.474,1474,1950,0.756,923,2373,3296,1767,719,373,1068,1653,8441,2015
16,chicago bulls,82,19905,3234,7333,0.441,651,1885,0.345,2583,5448,0.474,1337,1813,0.737,969,2798,3767,1848,655,465,974,1535,8456,2015
17,milwaukee bucks,82,19830,3097,6817,0.454,765,2171,0.352,2332,4646,0.502,1506,1961,0.768,942,2583,3525,2013,679,462,1269,1600,8465,2015
18,orlando magic,82,19905,3150,6850,0.46,732,2041,0.359,2418,4809,0.503,1470,1971,0.746,832,2800,3632,1899,620,448,1240,1497,8502,2015
19,golden state warriors,82,19880,3188,7330,0.435,640,1928,0.332,2548,5402,0.472,1523,2013,0.757,937,2662,3599,1823,710,336,1185,1627,8539,2015
20,portland trail blazers,82,19805,3146,6945,0.453,700,1888,0.371,2446,5057,0.484,1562,2129,0.734,867,2716,3583,1770,630,424,1088,1597,8554,2015
21,washington wizards,82,19755,3170,6868,0.462,737,1987,0.371,2433,4881,0.498,1498,1947,0.769,773,2858,3631,1846,661,356,1325,1651,8575,2015
22,denver nuggets,82,19830,3182,6904,0.461,754,2033,0.371,2428,4871,0.498,1491,1958,0.761,799,2700,3499,1924,660,517,1122,1712,8609,2015
23,minnesota timberwolves,82,19880,3276,6962,0.471,742,2089,0.355,2534,4873,0.52,1394,1842,0.757,877,2558,3435,1857,638,427,1220,1768,8688,2015
24,brooklyn nets,82,19755,3345,6984,0.479,775,2100,0.369,2570,4884,0.526,1227,1608,0.763,840,2719,3559,2006,720,430,1162,1510,8692,2015
25,houston rockets,82,19830,3200,6977,0.459,796,2206,0.361,2404,4771,0.504,1525,2018,0.756,970,2690,3660,2015,734,404,1360,1847,8721,2015
26,new orleans pelicans,82,19780,3218,6877,0.468,754,2043,0.369,2464,4834,0.51,1544,1972,0.783,730,2912,3642,1899,602,423,1127,1630,8734,2015
27,los angeles lakers,82,19730,3323,7023,0.473,700,2016,0.347,2623,5007,0.524,1420,1942,0.731,897,2915,3812,2022,617,458,1037,1573,8766,2015
28,phoenix suns,82,19705,3208,6870,0.467,770,2041,0.377,2438,4829,0.505,1631,2177,0.749,813,2770,3583,1837,782,449,1224,1770,8817,2015
29,philadelphia 76ers,82,19805,3253,7005,0.464,638,1776,0.359,2615,5229,0.5,1683,2141,0.786,913,2987,3900,1919,711,466,1241,1571,8827,2015
30,sacramento kings,82,19805,3327,7194,0.462,839,2293,0.366,2488,4901,0.508,1450,1902,0.762,926,2765,3691,1986,722,437,1308,1800,8943,2015
NA,league average,82,19828,3136,6935,0.452,698,1975,0.354,2437,4960,0.491,1450,1916,0.757,854,2734,3588,1828,643,406,1179,1662,8419,2015
1,chicago bulls,66,15940,2284,5420,0.421,305,939,0.325,1979,4481,0.442,946,1279,0.74,750,1889,2639,1245,490,343,876,1166,5819,2011
2,boston celtics,66,15940,2207,5262,0.419,344,1117,0.308,1863,4145,0.449,1138,1498,0.76,781,2070,2851,1233,515,304,1035,1217,5896,2011
3,philadelphia 76ers,66,15915,2263,5302,0.427,357,1070,0.334,1906,4232,0.45,1017,1352,0.752,706,2181,2887,1293,391,316,918,1070,5900,2011
4,miami heat,66,16040,2285,5267,0.434,479,1318,0.363,1806,3949,0.457,1056,1457,0.725,727,1897,2624,1297,549,280,1107,1356,6105,2011
5,memphis grizzlies,66,15940,2278,5132,0.444,417,1209,0.345,1861,3923,0.474,1163,1522,0.764,729,1954,2683,1274,518,363,1130,1275,6136,2011
6,atlanta hawks,66,16165,2380,5366,0.444,391,1137,0.344,1989,4229,0.47,997,1324,0.753,712,2079,2791,1354,494,313,999,1263,6148,2011
7,orlando magic,66,15965,2372,5287,0.449,414,1192,0.347,1958,4095,0.478,1005,1302,0.772,667,2061,2728,1350,495,273,867,1308,6163,2011
8,new orleans hornets,66,15940,2305,5188,0.444,425,1342,0.317,1880,3846,0.489,1129,1487,0.759,731,1910,2641,1379,523,380,915,1235,6164,2011
9,toronto raptors,66,15965,2234,5130,0.435,401,1224,0.328,1833,3906,0.469,1335,1795,0.744,677,1997,2674,1327,478,322,870,1214,6204,2011
10,indiana pacers,66,15990,2305,5304,0.435,442,1259,0.351,1863,4045,0.461,1179,1617,0.729,794,1998,2792,1292,433,398,985,1428,6231,2011
11,new york knicks,66,15940,2316,5238,0.442,444,1238,0.359,1872,4000,0.468,1171,1590,0.736,717,2045,2762,1248,536,334,1125,1437,6247,2011
12,dallas mavericks,66,16065,2347,5390,0.435,473,1368,0.346,1874,4022,0.466,1092,1456,0.75,725,2173,2898,1351,561,265,971,1213,6259,2011
13,los angeles clippers,66,15965,2279,5098,0.447,460,1261,0.365,1819,3837,0.474,1251,1678,0.746,712,1914,2626,1368,396,296,966,1401,6269,2011
14,detroit pistons,66,15965,2378,5147,0.462,395,1114,0.355,1983,4033,0.492,1162,1518,0.765,703,1985,2688,1485,563,348,959,1283,6313,2011
15,los angeles lakers,66,16065,2492,5703,0.437,443,1274,0.348,2049,4429,0.463,901,1215,0.742,758,1946,2704,1446,556,302,745,1332,6328,2011
16,san antonio spurs,66,15940,2512,5560,0.452,412,1166,0.353,2100,4394,0.478,932,1233,0.756,680,2039,2719,1291,489,330,906,1244,6368,2011
17,oklahoma city thunder,66,15990,2405,5629,0.427,421,1231,0.342,1984,4398,0.451,1167,1519,0.768,835,1889,2724,1312,542,321,937,1322,6398,2011
18,portland trail blazers,66,15965,2476,5349,0.463,442,1217,0.363,2034,4132,0.492,1062,1421,0.747,730,2062,2792,1392,499,314,982,1306,6456,2011
19,houston rockets,66,16065,2474,5427,0.456,369,1136,0.325,2105,4291,0.491,1142,1490,0.766,729,2027,2756,1321,495,340,972,1215,6459,2011
20,washington wizards,66,15865,2422,5352,0.453,426,1216,0.35,1996,4136,0.483,1227,1618,0.758,811,2062,2873,1420,520,300,1004,1231,6497,2011
21,phoenix suns,66,15840,2505,5510,0.455,398,1131,0.352,2107,4379,0.481,1100,1444,0.762,802,2064,2866,1416,526,288,929,1293,6508,2011
22,milwaukee bucks,66,15865,2449,5453,0.449,438,1247,0.351,2011,4206,0.478,1181,1535,0.769,813,2138,2951,1433,499,297,1049,1278,6517,2011
23,utah jazz,66,16165,2403,5310,0.453,428,1259,0.34,1975,4051,0.488,1302,1727,0.754,728,1988,2716,1355,494,375,968,1366,6536,2011
24,new jersey nets,66,15890,2501,5294,0.472,431,1151,0.374,2070,4143,0.5,1106,1494,0.74,780,2032,2812,1539,525,330,943,1274,6539,2011
25,minnesota timberwolves,66,15940,2572,5656,0.455,406,1195,0.34,2166,4461,0.486,1059,1402,0.755,771,2096,2867,1422,549,377,875,1435,6609,2011
26,cleveland cavaliers,66,15965,2536,5431,0.467,448,1236,0.362,2088,4195,0.498,1095,1464,0.748,752,2073,2825,1527,524,409,917,1381,6615,2011
27,charlotte bobcats,66,15890,2568,5411,0.475,406,1142,0.356,2162,4269,0.506,1115,1486,0.75,778,2193,2971,1537,499,378,890,1341,6657,2011
28,golden state warriors,66,15915,2461,5431,0.453,468,1281,0.365,1993,4150,0.48,1288,1725,0.747,869,2157,3026,1527,499,328,978,1095,6678,2011
29,denver nuggets,66,16040,2541,5569,0.456,571,1489,0.383,1970,4080,0.483,1029,1356,0.759,730,1928,2658,1528,524,439,1028,1452,6682,2011
30,sacramento kings,66,15915,2668,5609,0.476,439,1236,0.355,2229,4373,0.51,1118,1468,0.762,815,2154,2969,1571,518,423,1014,1313,6893,2011
NA,league average,66,15968,2407,5374,0.448,423,1213,0.349,1984,4161,0.477,1116,1482,0.752,750,2033,2784,1384,507,336,962,1291,6353,2011
1,memphis grizzlies,82,19805,2748,6312,0.435,504,1489,0.338,2244,4823,0.465,1319,1763,0.748,845,2359,3204,1599,600,450,1268,1643,7319,2012
2,indiana pacers,81,19590,2797,6657,0.42,440,1344,0.327,2357,5313,0.444,1314,1728,0.76,909,2401,3310,1555,611,459,1096,1777,7348,2012
3,chicago bulls,82,19830,2906,6565,0.443,453,1309,0.346,2453,5256,0.467,1350,1826,0.739,901,2469,3370,1545,600,477,1123,1609,7615,2012
4,los angeles clippers,82,19730,2834,6397,0.443,627,1682,0.373,2207,4715,0.468,1465,1956,0.749,891,2315,3206,1812,606,335,1319,1712,7760,2012
5,miami heat,82,19880,2919,6633,0.44,624,1783,0.35,2295,4850,0.473,1329,1735,0.766,921,2369,3290,1655,649,262,1280,1673,7791,2012
