Rk,team,G,MP,FG.,Dist.,X2P,X0.3,X3.10,X10.16,X16.3P,X3P,X2P.1,X0.3.1,X3.10.1,X10.16.1,X16.3P.1,X3P.1,X2P.2,X3P.2,X.FGA,Md.,X.FGA.1,Md..1,X.3PA,X3P.,Att.,Md..2,year
25,san antonio spurs,82,19855,0.458,11.2,0.81,0.314,0.166,0.177,0.153,0.19,0.48,0.643,0.407,0.369,0.356,0.362,0.507,0.886,0.061,358,0.241,870,0.364,0.44,8,0,2001
26,seattle supersonics,82,19830,0.469,11.8,0.807,0.28,0.19,0.121,0.216,0.193,0.49,0.636,0.387,0.393,0.446,0.378,0.56,0.912,0.047,277,0.209,841,0.261,0.374,8,0,2001
27,toronto raptors,82,19755,0.434,12.2,0.835,0.284,0.121,0.192,0.238,0.165,0.451,0.578,0.395,0.377,0.387,0.349,0.571,0.858,0.045,275,0.203,703,0.214,0.418,18,0,2001
28,utah jazz,82,19830,0.45,10.7,0.868,0.38,0.102,0.124,0.261,0.132,0.468,0.584,0.3,0.369,0.411,0.333,0.678,0.871,0.048,280,0.306,1049,0.215,0.343,7,0,2001
29,washington wizards,82,19730,0.441,12.5,0.882,0.214,0.159,0.222,0.287,0.118,0.448,0.631,0.324,0.394,0.422,0.388,0.561,0.784,0.041,267,0.158,580,0.168,0.439,3,0,2001
NA,league average,82,19816,0.445,12,0.819,0.287,0.148,0.153,0.23,0.181,0.465,0.605,0.382,0.388,0.397,0.354,0.564,0.856,0.048,291,0.214,783,0.235,0.384,10.8,0.3,2001
1,atlanta hawks,82,19880,0.444,11.7,0.837,0.356,0.097,0.09,0.294,0.163,0.467,0.572,0.385,0.398,0.387,0.329,0.518,0.833,0.047,273,0.284,940,0.253,0.373,8,0,2006
2,boston celtics,82,19855,0.443,12,0.801,0.317,0.152,0.102,0.23,0.199,0.462,0.585,0.379,0.368,0.388,0.367,0.499,0.93,0.032,189,0.268,915,0.271,0.414,12,0,2006
3,charlotte bobcats,82,20005,0.446,11.8,0.807,0.335,0.129,0.095,0.249,0.193,0.467,0.574,0.381,0.352,0.41,0.357,0.565,0.921,0.04,251,0.272,950,0.352,0.384,14,1,2006
4,chicago bulls,82,19780,0.457,12.7,0.814,0.302,0.1,0.118,0.295,0.186,0.473,0.567,0.386,0.407,0.432,0.388,0.562,0.81,0.041,259,0.24,805,0.223,0.42,11,0,2006
5,cleveland cavaliers,82,19880,0.447,12.1,0.789,0.323,0.129,0.123,0.214,0.211,0.473,0.622,0.358,0.373,0.375,0.352,0.519,0.846,0.045,282,0.236,911,0.342,0.363,12,2,2006
6,dallas mavericks,82,19755,0.467,13,0.782,0.269,0.104,0.163,0.246,0.218,0.491,0.606,0.401,0.452,0.43,0.381,0.469,0.88,0.035,210,0.216,762,0.328,0.377,14,0,2006
7,denver nuggets,82,19780,0.465,11.4,0.788,0.37,0.104,0.1,0.214,0.212,0.5,0.632,0.393,0.392,0.373,0.336,0.55,0.924,0.074,461,0.263,1001,0.251,0.318,16,0,2006
8,detroit pistons,82,19880,0.454,12.4,0.799,0.291,0.11,0.182,0.216,0.201,0.481,0.602,0.408,0.404,0.421,0.344,0.561,0.822,0.052,307,0.213,736,0.318,0.352,13,1,2006
9,golden state warriors,82,19755,0.463,12.3,0.721,0.338,0.135,0.077,0.172,0.279,0.504,0.654,0.362,0.359,0.386,0.356,0.525,0.866,0.048,325,0.269,1139,0.339,0.386,15,0,2006
10,houston rockets,82,19855,0.445,13.2,0.71,0.276,0.145,0.104,0.185,0.29,0.475,0.578,0.431,0.385,0.406,0.372,0.518,0.8,0.022,142,0.233,824,0.269,0.399,7,1,2006
11,indiana pacers,82,19780,0.438,12.6,0.788,0.272,0.158,0.146,0.213,0.212,0.462,0.589,0.416,0.379,0.392,0.346,0.522,0.898,0.033,201,0.225,796,0.269,0.366,11,2,2006
12,los angeles clippers,82,19730,0.456,12.2,0.857,0.252,0.157,0.194,0.255,0.143,0.474,0.619,0.454,0.406,0.394,0.348,0.572,0.933,0.026,158,0.208,760,0.181,0.38,16,0,2006
13,los angeles lakers,82,20030,0.466,12.4,0.741,0.326,0.122,0.096,0.196,0.259,0.505,0.611,0.429,0.428,0.415,0.353,0.537,0.837,0.049,308,0.256,941,0.229,0.392,14,0,2006
14,memphis grizzlies,82,19980,0.465,11.7,0.789,0.343,0.139,0.1,0.207,0.211,0.491,0.595,0.425,0.394,0.41,0.367,0.505,0.836,0.07,402,0.252,823,0.163,0.446,17,0,2006
15,miami heat,82,19855,0.464,12.4,0.755,0.304,0.147,0.094,0.211,0.245,0.503,0.642,0.432,0.393,0.402,0.343,0.514,0.856,0.054,315,0.228,830,0.263,0.366,12,0,2006
16,milwaukee bucks,82,19855,0.465,11.4,0.781,0.36,0.124,0.113,0.183,0.219,0.495,0.6,0.43,0.419,0.381,0.356,0.512,0.844,0.04,244,0.291,1106,0.26,0.376,5,0,2006
17,minnesota timberwolves,82,20005,0.461,12.8,0.833,0.267,0.127,0.133,0.305,0.167,0.483,0.608,0.426,0.432,0.419,0.353,0.576,0.896,0.037,214,0.211,766,0.259,0.369,24,1,2006
18,new jersey nets,82,19880,0.457,12.8,0.737,0.332,0.089,0.077,0.24,0.263,0.49,0.585,0.422,0.396,0.413,0.363,0.609,0.916,0.06,347,0.244,809,0.273,0.393,11,0,2006
19,new orleans/oklahoma city hornets,82,19880,0.445,11.5,0.812,0.307,0.17,0.119,0.216,0.188,0.464,0.602,0.404,0.344,0.382,0.362,0.456,0.855,0.049,285,0.235,850,0.217,0.388,8,0,2006
20,new york knicks,82,20005,0.457,10.8,0.784,0.389,0.142,0.073,0.18,0.216,0.487,0.6,0.411,0.328,0.368,0.346,0.475,0.797,0.051,302,0.303,1054,0.261,0.364,17,0,2006
21,orlando magic,82,19780,0.472,10.8,0.842,0.361,0.15,0.106,0.225,0.158,0.494,0.631,0.415,0.36,0.391,0.356,0.483,0.883,0.078,436,0.257,877,0.291,0.382,6,0,2006
22,philadelphia 76ers,82,19880,0.458,11.4,0.872,0.321,0.117,0.171,0.262,0.128,0.474,0.616,0.381,0.373,0.408,0.345,0.535,0.887,0.069,407,0.231,778,0.213,0.394,16,0,2006
23,phoenix suns,82,19905,0.494,13.1,0.713,0.31,0.104,0.097,0.202,0.287,0.532,0.671,0.455,0.433,0.407,0.399,0.557,0.856,0.063,389,0.235,979,0.315,0.448,15,0,2006
24,portland trail blazers,82,19955,0.45,12.2,0.807,0.288,0.162,0.105,0.253,0.193,0.474,0.589,0.441,0.38,0.405,0.346,0.464,0.885,0.033,185,0.228,810,0.363,0.396,23,0,2006
25,sacramento kings,82,19805,0.45,12.7,0.768,0.294,0.142,0.077,0.255,0.232,0.48,0.6,0.418,0.38,0.408,0.35,0.502,0.858,0.035,206,0.244,907,0.194,0.357,4,0,2006
26,san antonio spurs,82,19780,0.474,12.7,0.753,0.288,0.155,0.107,0.204,0.247,0.504,0.653,0.444,0.406,0.392,0.381,0.523,0.934,0.025,128,0.251,993,0.384,0.406,9,0,2006
27,seattle supersonics,82,19830,0.46,11.8,0.781,0.291,0.183,0.137,0.17,0.219,0.487,0.625,0.421,0.391,0.401,0.362,0.503,0.811,0.061,359,0.207,761,0.235,0.349,14,0,2006
28,toronto raptors,82,19755,0.463,13.2,0.776,0.277,0.109,0.117,0.273,0.224,0.492,0.619,0.429,0.379,0.437,0.363,0.536,0.906,0.04,229,0.2,746,0.329,0.427,13,1,2006
29,utah jazz,82,19805,0.474,11.4,0.837,0.359,0.107,0.113,0.257,0.163,0.501,0.621,0.371,0.401,0.432,0.335,0.632,0.867,0.039,239,0.3,1127,0.159,0.298,13,0,2006
30,washington wizards,82,19830,0.45,13.2,0.763,0.294,0.121,0.079,0.269,0.237,0.482,0.626,0.386,0.355,0.405,0.348,0.487,0.781,0.041,268,0.232,887,0.208,0.352,8,1,2006
NA,league average,82,19856,0.458,12.2,0.787,0.314,0.131,0.113,0.229,0.213,0.485,0.61,0.411,0.392,0.404,0.358,0.527,0.863,0.046,277,0.244,886,0.271,0.384,12.6,0.3,2006
